age,priors_count,length_of_stay,c_charge_degree_F,sex_Female,race,risk
30,0,0,1,0,0,1
48,0,1,1,1,1,1
49,29,0,1,0,1,1
42,1,0,1,0,1,1
25,9,54,1,0,0,0
47,0,0,0,1,1,1
21,0,0,1,0,1,1
46,1,1,0,0,1,1
31,1,0,0,1,1,1
26,0,0,0,0,0,1
21,0,1,0,0,0,1
43,4,47,1,0,0,1
24,0,1,1,0,1,0
27,4,54,0,1,0,0
55,5,300,1,0,1,1
44,0,5,1,0,0,1
29,7,4,1,0,1,1
24,1,0,1,0,0,1
55,0,0,0,1,0,1
43,5,0,1,0,0,1
23,6,17,0,1,1,1
58,3,-1,0,0,0,1
25,3,19,1,0,0,1
38,5,1,1,0,0,1
49,4,0,0,0,1,1
27,3,0,0,0,0,1
25,0,0,1,0,0,1
29,8,5,0,0,1,0
19,3,30,1,0,1,1
55,1,0,0,0,0,1
61,0,1,1,1,0,1
38,0,158,1,0,0,1
43,9,1,0,1,1,0
45,1,1,0,0,0,1
31,7,1,1,1,1,1
44,0,0,0,1,0,1
47,23,403,1,0,1,1
45,2,2,0,0,0,1
39,0,2,1,0,0,1
26,5,3,1,0,1,0
23,0,0,0,0,1,1
26,4,45,1,0,1,1
36,1,0,1,0,0,1
24,1,0,1,0,1,1
52,0,0,0,0,1,1
23,0,0,1,0,0,1
24,1,0,0,0,1,1
28,3,8,0,0,1,1
20,0,0,0,0,0,1
22,1,1,1,1,0,1
43,0,0,0,1,0,1
30,9,1,1,0,1,1
41,1,1,1,0,0,1
27,0,5,0,0,1,1
30,3,1,0,1,0,1
25,0,0,0,1,0,1
23,0,0,0,1,0,1
22,2,6,1,0,1,0
50,2,0,1,1,0,1
37,1,1,0,0,0,1
30,1,0,0,0,0,0
26,3,0,0,1,0,1
43,1,1,1,0,0,1
47,2,1,1,0,0,1
22,1,1,1,0,1,1
29,4,3,1,0,0,1
32,0,1,0,0,0,1
20,1,13,1,0,0,0
23,0,5,1,0,1,1
39,1,4,1,0,1,1
44,2,1,1,0,0,1
32,5,9,1,0,1,1
31,0,1,0,0,0,1
54,0,1,1,0,1,1
31,0,0,1,0,1,0
31,3,0,0,0,0,1
30,0,0,0,0,0,1
29,0,0,1,1,1,1
34,11,0,1,0,1,0
34,2,9,1,0,0,1
28,1,1,0,1,0,1
27,3,0,1,0,1,1
26,1,4,1,0,1,0
25,0,1,1,0,0,1
32,17,0,1,0,1,0
35,2,0,1,0,0,1
56,0,5,1,0,1,1
28,4,0,0,0,1,1
47,0,0,0,1,0,1
20,0,1,0,0,0,1
23,0,1,0,1,0,1
35,0,87,1,0,0,1
55,33,242,1,0,0,0
30,5,180,1,0,1,1
29,1,0,1,0,0,1
26,0,1,1,0,1,1
65,0,1,0,1,0,1
28,2,42,1,0,0,1
39,2,6,1,1,0,1
31,9,0,1,0,1,0
38,0,1,1,0,0,1
31,0,0,0,1,1,1
40,0,1,1,0,1,1
48,4,0,1,0,1,1
21,0,0,1,0,1,1
29,7,2,1,0,1,0
21,0,-1,1,0,0,1
31,10,0,1,1,1,1
26,6,10,0,0,1,0
39,0,0,1,0,1,1
26,1,1,0,1,0,1
51,2,0,0,1,0,1
43,2,0,1,0,1,1
39,2,1,0,0,1,1
32,24,2,1,0,1,1
26,5,323,0,0,1,1
26,0,2,1,0,0,1
28,0,0,0,1,0,1
33,3,1,1,0,0,1
32,14,2,1,0,1,0
50,1,0,1,0,0,1
36,5,11,1,0,1,1
50,3,0,1,1,0,1
28,8,2,1,0,1,0
37,3,2,1,0,0,1
34,0,29,0,0,1,1
36,0,2,0,0,1,1
50,1,9,1,0,0,1
32,0,0,0,0,0,1
45,1,128,1,0,0,1
21,0,1,0,0,1,1
70,11,12,1,0,0,1
52,0,1,0,0,1,1
28,2,2,0,0,1,1
51,5,0,0,0,1,1
43,3,0,1,0,0,1
39,10,40,0,0,1,0
29,11,0,1,1,1,0
47,0,2,0,0,0,1
22,1,11,1,0,0,1
51,2,0,0,0,0,1
39,0,1,1,1,0,1
21,2,1,1,0,1,0
31,0,0,0,1,0,1
23,3,53,1,0,1,0
21,0,77,1,1,1,0
19,2,0,1,0,1,1
24,11,51,1,0,1,0
60,0,13,1,1,0,1
44,0,42,1,0,1,1
21,0,28,1,0,0,1
24,6,45,1,0,1,0
38,10,0,0,0,1,1
47,0,-1,0,0,0,1
25,0,0,1,0,1,1
20,0,-1,1,0,1,1
30,1,70,1,0,1,1
24,1,0,1,1,1,1
26,18,197,1,0,1,0
23,2,76,1,0,1,0
61,15,1,1,0,1,1
26,5,6,1,0,1,1
21,1,0,1,0,0,1
50,18,248,1,0,1,0
61,0,0,0,0,0,1
27,7,0,1,0,0,0
45,0,1,1,0,0,1
30,9,243,1,1,1,0
27,1,26,1,1,1,1
39,0,1,0,0,1,1
38,0,2,0,0,0,1
54,0,-1,1,0,0,1
27,1,0,1,0,0,1
31,9,0,1,1,1,0
30,1,132,1,0,1,1
36,5,19,0,0,1,0
27,9,24,1,0,1,1
30,13,2,1,0,1,0
24,0,23,0,1,0,1
30,11,117,1,0,1,0
49,2,0,1,1,0,1
21,0,0,0,0,1,1
38,10,10,1,0,1,1
52,9,33,1,0,0,1
27,0,1,0,0,0,1
29,2,25,0,0,0,1
31,17,1,1,0,0,0
33,1,0,1,0,1,1
38,0,0,0,0,0,1
22,0,0,0,1,0,1
37,0,0,0,1,0,1
48,0,1,1,1,0,1
29,0,1,0,0,1,1
56,5,597,1,0,1,1
48,1,0,1,0,0,1
26,5,0,1,0,1,1
48,7,0,1,0,0,1
58,6,144,1,0,1,1
26,2,0,1,0,0,1
44,13,16,1,0,0,0
48,1,0,0,0,0,1
36,1,0,0,0,1,1
39,0,0,1,0,0,1
65,1,1,1,1,0,1
26,10,0,1,0,1,0
45,15,0,1,0,1,1
36,5,0,1,0,0,1
50,1,1,1,0,0,1
28,1,0,1,0,0,1
30,0,1,0,1,1,1
43,22,26,0,1,0,0
50,1,1,1,1,1,1
26,1,2,1,1,1,1
20,2,10,1,0,1,1
21,0,0,0,0,0,1
26,2,-1,1,0,0,1
28,0,2,0,0,0,1
53,4,0,0,0,0,1
30,4,96,1,0,0,1
30,14,22,1,0,1,1
43,1,5,0,0,1,1
29,4,8,1,0,1,1
45,1,27,1,0,0,1
50,8,11,1,0,0,1
39,0,-1,1,0,0,1
27,6,39,1,0,1,1
26,3,2,0,0,1,1
31,1,0,1,0,0,1
37,0,1,0,1,0,1
20,0,1,0,1,0,1
39,1,3,0,0,0,1
25,0,-1,1,0,0,1
57,8,5,0,0,1,1
30,6,1,1,0,1,1
31,0,0,0,0,1,1
26,0,-1,1,0,0,1
36,5,0,1,1,1,1
61,1,0,0,0,0,1
47,2,1,1,0,0,1
27,1,1,1,0,0,1
40,0,8,1,0,0,1
22,3,0,1,0,1,0
30,3,2,1,0,1,1
31,2,0,1,1,1,1
56,22,71,1,0,1,0
45,9,54,1,0,0,0
45,6,1,1,1,0,1
22,1,0,1,0,1,1
30,0,0,1,0,0,1
75,5,1,1,1,1,1
50,1,1,1,0,0,1
41,2,14,1,0,1,1
32,0,7,1,0,0,1
20,1,2,1,0,1,0
26,0,0,1,0,1,0
47,5,4,0,0,0,1
26,8,2,1,0,0,1
26,2,2,1,0,1,1
29,0,1,1,0,1,1
51,3,6,1,0,0,1
29,5,0,1,0,0,1
30,4,4,1,0,0,0
21,1,20,1,0,1,1
38,0,1,1,0,0,1
26,13,-1,1,0,1,0
34,2,23,0,0,1,1
33,0,0,0,0,0,1
24,0,1,1,0,0,1
43,0,1,0,1,1,1
46,0,0,0,0,0,1
49,2,10,1,1,0,1
43,1,1,1,0,0,1
30,0,0,1,0,0,1
37,14,1,1,0,1,0
43,3,1,0,0,1,1
28,3,4,1,1,1,1
32,5,1,1,1,1,1
29,1,2,1,0,0,1
26,10,5,0,0,1,1
30,1,0,1,0,1,1
40,4,1,1,0,0,1
51,0,0,0,0,0,1
59,0,0,0,0,0,1
49,0,0,0,0,1,1
36,7,2,1,1,1,1
42,0,1,1,0,1,1
21,0,0,1,0,0,1
37,0,0,1,1,1,1
44,11,180,0,0,0,1
22,1,0,1,0,1,1
37,17,45,0,0,1,0
47,1,2,0,0,1,1
34,0,2,1,0,1,0
47,13,0,1,0,1,1
46,0,0,1,0,0,1
31,0,0,1,1,0,1
46,1,25,1,1,0,1
22,0,0,1,0,0,1
27,0,1,0,0,0,1
21,3,4,1,0,1,1
54,11,129,1,0,1,0
31,8,3,0,0,1,0
47,23,0,0,0,1,0
33,0,2,1,1,1,1
50,2,0,0,0,0,1
27,3,0,1,0,1,0
31,4,1,0,0,1,1
60,1,1,0,0,0,1
22,3,2,1,1,0,0
29,0,1,1,1,1,0
29,0,0,0,0,0,1
23,0,1,1,0,1,1
50,1,0,1,1,0,1
30,9,1,1,0,1,1
21,2,36,1,0,1,0
67,3,1,1,0,0,1
22,0,0,1,0,1,0
25,0,0,0,0,0,1
63,2,1,0,0,1,1
28,1,5,1,0,1,1
24,0,182,1,0,1,1
28,7,1,1,0,1,0
44,1,0,1,1,0,1
39,2,18,1,0,0,1
23,0,32,0,0,1,1
31,8,13,1,0,0,1
36,3,25,1,1,0,1
23,4,7,0,0,0,1
29,3,1,1,0,1,1
50,2,1,1,0,0,1
24,0,0,1,1,1,1
22,5,2,1,0,0,1
34,8,4,1,0,1,1
21,1,0,1,0,0,1
29,11,23,1,1,1,0
29,11,0,0,0,1,0
44,1,1,1,1,0,1
31,5,1,1,0,0,1
23,2,7,1,0,0,0
55,0,2,0,0,0,1
38,3,0,1,1,1,1
34,3,1,1,0,0,1
31,0,1,1,0,1,1
30,19,9,1,0,1,0
41,1,62,1,0,0,1
34,1,2,0,0,1,1
32,17,112,1,0,1,0
28,2,1,0,0,0,1
48,4,4,1,0,0,1
35,0,0,1,0,1,1
25,1,0,0,1,1,1
53,1,1,0,0,0,1
47,5,0,0,0,0,1
27,7,27,0,0,1,1
43,2,1,1,1,1,1
38,1,3,0,0,1,1
39,4,118,1,0,1,0
52,0,13,1,0,1,1
20,0,-1,1,0,1,1
55,0,1,0,1,0,1
56,0,1,0,0,0,1
25,2,4,0,0,1,1
36,3,27,1,1,0,1
47,5,2,1,0,1,1
27,1,3,1,0,1,1
36,14,173,1,0,1,1
27,0,0,1,1,1,1
22,0,1,1,0,1,1
68,6,2,0,0,1,1
48,9,1,1,0,0,1
64,1,0,0,1,1,1
43,0,41,1,0,1,1
33,0,3,1,0,1,1
32,3,86,1,0,0,1
37,1,3,1,0,1,0
26,0,1,1,0,1,1
23,0,1,0,0,0,0
25,2,0,0,1,1,1
24,1,1,0,0,1,1
22,2,1,1,0,1,1
37,0,1,0,1,1,1
33,3,1,0,1,1,1
21,1,1,1,0,0,1
38,3,0,1,1,0,1
40,0,19,1,0,0,1
32,10,0,1,0,1,1
26,3,3,1,0,1,0
49,0,1,0,0,0,1
33,4,11,0,1,0,1
33,2,4,0,0,0,1
21,0,0,0,0,1,0
24,9,4,0,0,1,0
26,5,0,1,0,0,1
33,3,1,0,1,1,1
55,27,1,0,0,0,1
30,3,26,1,1,1,1
45,20,2,1,0,0,1
24,4,0,0,0,0,0
35,3,0,1,1,0,1
26,7,1,0,0,0,1
25,2,11,1,1,0,1
34,0,1,1,0,1,1
43,3,1,0,1,0,1
49,25,9,1,1,1,0
22,0,0,1,0,0,1
36,1,0,1,0,0,1
22,1,1,1,0,0,1
24,0,0,0,0,0,0
26,4,2,1,1,1,1
41,9,32,0,0,0,1
30,11,6,1,1,1,1
23,7,1,1,0,1,0
25,0,0,0,0,0,1
22,0,9,0,0,0,1
51,0,0,0,1,0,1
31,0,0,0,0,0,1
21,0,9,0,0,0,0
35,5,1,1,0,1,1
55,3,36,1,0,0,1
30,1,0,0,0,1,1
27,5,6,0,0,1,1
29,3,0,1,1,0,1
52,9,38,0,0,1,0
28,12,1,1,0,1,1
27,0,2,1,1,0,1
29,17,2,1,0,0,1
31,0,1,1,1,1,1
36,1,18,1,0,0,1
28,2,0,1,0,1,1
42,3,0,1,0,0,1
21,1,-1,1,0,1,1
37,0,0,0,0,0,1
24,0,36,1,0,0,1
39,6,0,1,0,0,1
37,0,1,0,1,0,1
56,12,1,1,0,1,1
48,5,0,1,0,1,1
33,0,23,0,0,0,1
34,1,1,0,1,0,1
60,4,6,1,0,0,1
23,0,0,0,0,0,1
33,3,1,1,0,0,1
65,0,0,0,0,0,1
25,1,42,0,0,0,1
41,6,6,1,0,1,1
35,3,1,1,0,0,1
32,1,1,1,0,1,1
25,1,0,1,0,1,1
28,1,0,0,1,1,1
33,7,1,1,0,0,0
24,1,0,0,1,0,1
28,4,21,1,0,1,1
46,0,0,1,0,0,1
24,3,3,0,0,0,0
29,9,1,1,0,0,0
28,3,0,0,0,1,1
26,9,2,1,0,1,0
25,5,35,1,0,0,0
36,1,0,0,0,0,1
56,2,0,0,1,1,1
27,0,1,0,0,1,1
28,0,1,1,0,0,1
23,0,1,0,0,1,1
27,5,6,1,0,0,1
29,8,0,0,0,1,0
23,2,6,1,0,1,1
51,0,1,1,0,0,1
48,0,1,0,0,0,1
22,1,38,1,0,1,0
19,1,-1,1,0,1,0
37,0,37,1,1,1,1
25,2,181,1,1,0,0
48,0,0,0,0,0,1
28,0,0,0,0,1,1
52,7,0,0,0,1,1
23,3,1,1,0,1,1
41,0,0,1,0,1,1
29,7,8,1,1,0,1
28,4,2,1,1,1,1
56,3,0,0,0,0,1
45,17,46,1,0,1,1
46,2,7,1,0,0,1
28,9,1,1,0,1,0
22,1,1,1,0,0,1
29,9,14,1,1,1,1
32,7,37,1,0,1,0
22,1,1,1,0,1,1
50,3,0,0,0,1,1
25,3,7,0,0,1,1
21,1,3,1,0,0,1
30,11,0,1,0,1,0
31,2,1,1,1,0,1
20,0,0,0,0,0,1
42,0,3,0,0,0,1
43,0,-1,0,1,0,1
23,0,0,0,1,1,1
24,1,0,1,0,1,1
68,5,0,1,1,1,1
19,2,1,1,0,1,0
28,0,1,1,0,0,1
25,4,32,1,0,1,1
33,0,6,1,0,0,1
24,5,1,1,0,1,1
56,6,1,1,0,1,1
21,0,1,1,0,1,0
21,6,0,1,0,1,0
36,0,0,0,1,0,1
30,4,1,0,0,1,1
45,1,26,0,0,0,1
25,11,29,0,0,1,0
37,2,1,0,0,0,1
58,3,18,0,1,1,1
39,0,0,0,0,0,1
38,2,1,1,0,0,1
31,15,91,1,0,1,1
36,0,0,0,0,0,1
30,0,1,1,0,0,1
27,0,0,0,1,0,1
30,4,0,0,0,0,0
30,3,2,0,0,0,1
50,4,26,0,0,0,1
32,0,0,1,0,0,1
25,0,44,0,1,1,1
57,0,1,0,1,0,1
21,2,0,1,0,1,0
53,10,4,1,1,1,1
25,0,0,1,0,1,1
53,8,4,0,0,0,1
54,21,0,1,0,1,1
27,4,50,1,0,1,1
42,7,1,1,0,1,1
59,1,0,1,0,0,1
25,2,0,1,0,1,1
32,0,0,1,0,1,0
45,0,0,0,1,0,1
48,14,142,1,0,1,0
22,0,0,0,0,0,1
27,3,0,1,1,1,1
22,1,0,0,0,1,1
45,16,1,1,0,1,1
22,0,0,0,0,0,1
43,1,1,1,0,1,1
51,4,8,1,1,0,1
22,1,0,1,0,1,0
34,1,1,1,0,1,1
52,0,1,1,0,0,1
29,3,1,1,0,0,1
42,3,1,1,0,1,1
57,1,1,0,0,0,1
36,0,0,0,0,1,1
63,0,0,0,0,0,1
22,1,8,0,0,0,1
26,0,0,0,0,1,1
29,17,1,1,0,1,0
37,22,81,1,0,1,0
27,3,9,1,0,1,0
40,0,0,0,1,0,1
33,3,0,1,0,1,1
56,1,1,1,1,0,1
25,4,1,1,0,0,1
52,1,24,1,0,0,1
26,0,0,0,0,1,1
26,13,7,0,0,1,0
37,0,0,0,1,0,1
27,0,2,0,0,1,1
24,3,17,1,0,0,0
25,1,0,1,0,1,1
21,0,-1,1,0,0,1
56,0,1,1,0,1,1
47,4,0,0,1,1,1
25,9,2,1,0,1,1
21,0,2,1,0,1,1
39,5,4,1,0,1,1
69,0,2,0,0,0,1
42,0,1,1,0,0,1
42,0,0,1,0,0,1
20,0,-1,0,1,1,1
23,0,0,1,0,1,1
45,2,11,1,1,1,1
23,0,0,0,1,1,1
53,9,130,1,0,0,0
27,0,1,1,1,0,1
29,0,0,1,0,1,1
41,11,118,1,0,0,1
56,0,0,0,0,0,1
29,0,1,1,0,0,1
37,1,1,1,1,0,1
24,2,57,1,1,1,1
56,0,1,0,0,1,1
27,2,0,1,0,0,1
24,0,1,1,0,0,1
27,0,2,1,0,1,1
23,0,0,0,0,1,1
53,2,0,1,0,1,1
42,1,0,0,0,0,1
37,4,2,0,0,0,1
55,10,4,0,0,1,1
20,4,2,1,0,1,0
21,0,0,1,1,1,1
28,1,1,1,1,0,1
33,2,9,1,1,0,1
22,0,32,1,0,1,1
59,0,1,0,0,0,1
31,0,0,0,1,0,1
34,0,33,1,0,1,0
29,9,4,1,0,1,1
24,2,1,1,0,1,1
61,3,0,0,0,0,1
23,0,0,1,0,1,1
55,0,0,0,0,1,1
54,1,0,1,0,1,1
30,0,0,0,1,1,1
28,0,0,0,1,0,1
27,3,7,1,0,1,0
53,2,0,1,0,1,1
43,0,2,1,0,0,1
27,1,2,0,0,1,1
52,3,31,0,0,1,1
42,1,0,0,0,0,1
25,3,2,0,0,1,1
28,4,34,0,0,1,1
31,0,0,1,0,1,1
31,0,0,0,0,0,1
25,8,0,1,0,1,0
29,0,72,1,0,1,1
31,5,0,0,0,1,0
28,0,0,0,0,1,1
25,7,3,0,0,1,0
29,0,1,1,0,0,1
28,6,0,0,0,1,1
52,0,26,1,0,1,1
23,7,9,1,0,0,1
34,5,1,1,0,0,1
42,16,24,1,1,1,1
22,0,0,0,0,1,1
33,0,1,1,1,1,1
26,5,35,1,0,0,1
58,1,10,1,0,0,1
44,0,2,0,0,0,1
26,4,0,1,1,0,1
33,19,0,1,0,1,0
55,0,6,1,1,0,1
25,0,34,1,0,1,1
33,0,0,1,1,0,1
35,1,0,1,0,0,1
32,3,37,1,0,1,1
56,1,0,0,0,1,1
23,4,0,1,0,1,0
34,13,1,1,0,1,1
26,11,1,1,0,1,1
28,2,1,0,0,0,1
71,1,3,0,0,0,1
34,1,4,1,0,0,1
25,0,0,0,1,0,1
23,0,1,0,1,0,0
33,4,1,1,0,1,0
28,0,1,0,0,0,1
34,5,2,1,0,1,1
50,5,11,1,0,0,1
44,1,1,1,0,1,1
32,5,-1,1,1,1,1
23,1,-1,0,1,1,1
58,24,3,1,0,1,1
42,7,0,1,0,1,1
40,6,1,1,0,1,1
25,2,0,1,0,0,1
22,0,2,0,1,0,1
26,3,1,1,0,1,1
24,1,0,0,0,1,1
57,1,0,1,0,0,1
24,1,0,1,0,0,1
24,0,1,1,0,0,0
47,0,1,0,0,0,1
42,0,33,1,0,1,1
26,3,1,1,1,0,1
27,3,2,1,1,1,1
26,1,1,0,1,1,1
46,0,0,0,1,0,1
28,7,0,0,0,1,1
48,1,126,1,0,0,1
23,0,1,0,1,1,1
24,3,0,1,0,1,1
27,1,5,1,0,1,1
46,1,0,1,0,0,1
23,0,2,1,1,1,1
30,5,1,0,0,1,0
41,4,0,1,0,0,1
31,0,1,1,0,1,0
24,0,1,0,0,1,1
22,1,36,1,0,0,1
74,0,0,0,0,0,1
47,1,0,1,0,0,1
31,11,0,1,0,0,1
33,0,0,1,1,0,1
20,1,1,0,0,0,1
52,1,3,1,0,0,1
22,0,2,0,0,1,1
58,12,3,0,0,1,1
34,15,1,1,0,0,1
23,1,120,1,0,1,1
31,1,0,1,1,0,1
53,0,0,0,0,0,1
21,4,219,1,0,1,0
29,3,177,1,0,0,1
45,8,1,1,0,0,1
29,16,33,1,0,1,0
31,5,0,0,0,1,0
52,0,0,0,1,0,1
50,2,0,0,0,1,1
22,0,2,1,0,0,1
35,23,2,1,1,1,0
28,1,30,1,0,0,1
71,8,24,1,0,1,1
54,6,0,1,0,0,1
31,4,24,1,0,1,0
26,1,0,0,0,0,1
41,3,0,0,0,0,1
35,1,49,1,0,0,1
40,8,40,1,0,0,1
24,0,0,1,1,0,1
27,13,14,1,0,1,1
35,0,1,1,0,1,1
27,0,1,0,0,1,1
32,1,0,1,0,0,1
23,4,11,0,0,1,0
28,11,0,1,0,1,0
26,0,0,0,0,0,1
22,2,0,0,1,0,1
22,0,3,0,0,1,0
37,0,0,1,0,0,1
45,2,0,0,0,0,1
29,0,1,1,0,0,1
20,0,0,1,1,1,1
38,1,0,1,1,1,1
24,6,3,1,1,0,0
53,4,-1,1,0,0,1
29,0,1,0,0,1,1
30,14,5,1,1,1,0
28,1,2,1,0,1,1
30,1,0,1,0,1,1
24,0,15,1,0,0,0
24,1,3,1,1,0,1
21,5,1,1,0,0,0
21,0,0,1,0,0,1
28,6,1,0,0,1,0
34,12,11,1,0,1,0
29,16,17,1,0,1,0
60,0,218,1,0,1,1
36,4,0,1,1,1,1
30,4,0,0,0,0,1
21,0,1,1,0,0,1
34,27,0,0,0,1,1
27,0,1,0,0,1,1
56,1,1,1,1,1,1
28,1,0,0,0,0,1
44,19,17,0,0,1,0
21,3,0,1,0,1,1
21,1,0,1,0,0,1
23,6,84,1,0,0,0
27,0,1,0,1,1,1
28,1,24,0,0,0,1
26,2,0,0,1,0,1
32,2,0,1,0,0,1
22,0,1,0,0,1,0
29,0,13,1,0,0,1
28,1,0,1,0,0,1
37,3,6,1,0,0,1
32,0,1,0,1,0,1
27,2,62,1,1,0,1
23,0,0,1,0,0,1
30,0,1,0,1,0,1
27,2,0,1,0,0,1
32,8,4,1,0,1,1
48,7,2,1,0,1,1
48,1,1,0,0,0,1
41,9,0,0,1,0,1
27,4,0,1,0,1,0
22,1,5,0,0,0,0
23,5,0,1,1,0,1
31,5,6,1,0,1,1
39,4,0,1,0,0,1
44,0,0,1,0,1,1
57,19,3,1,0,1,1
39,0,0,1,0,0,1
23,1,0,0,0,0,1
41,5,0,0,0,0,1
64,8,0,0,0,1,1
32,0,19,0,0,0,1
37,2,0,0,0,1,0
49,2,1,0,0,0,1
41,4,0,1,0,1,1
51,0,35,1,0,0,1
51,4,1,1,0,0,1
45,0,1,0,1,0,1
41,0,1,1,1,0,1
21,0,1,1,0,1,1
49,3,0,1,0,1,0
45,7,1,1,0,0,1
50,1,1,1,0,0,1
31,14,1,1,1,1,0
36,14,0,1,0,1,1
32,13,38,0,0,1,0
27,0,0,0,0,1,1
49,14,122,0,1,1,1
56,3,0,1,1,0,1
27,11,2,0,0,1,0
37,3,80,0,0,1,1
22,3,7,1,0,1,1
31,0,0,1,1,1,1
24,9,10,0,0,0,0
64,20,2,1,0,1,1
28,0,0,1,0,1,1
31,6,0,1,0,1,1
26,0,1,1,0,0,1
29,1,0,0,0,0,1
27,2,10,1,0,0,1
60,2,10,0,0,0,1
25,1,1,0,0,1,1
47,22,1,1,0,1,1
53,20,3,1,0,1,1
33,0,0,1,0,1,1
52,2,33,1,0,1,0
32,0,5,1,0,1,1
25,7,0,0,0,1,1
29,2,1,1,0,0,1
44,7,1,1,0,1,1
45,8,0,1,0,1,1
38,0,749,0,0,1,0
28,0,0,1,1,0,1
30,0,0,0,0,0,1
22,0,-1,0,1,0,1
29,13,1,1,0,1,0
42,0,-1,0,0,0,1
21,0,0,1,0,0,1
25,2,29,1,0,0,1
25,11,6,1,0,1,0
20,0,4,0,0,1,0
32,22,0,1,0,1,0
23,0,0,1,0,0,1
45,2,28,0,0,1,1
63,10,2,1,0,0,1
33,1,1,0,0,0,1
24,2,14,0,1,1,1
63,1,0,1,1,1,1
36,3,2,0,0,1,1
63,0,0,0,0,1,1
27,1,1,1,0,1,1
49,12,21,0,0,0,1
34,0,2,1,0,1,1
24,0,0,1,0,0,1
30,7,0,0,1,1,1
52,3,0,0,1,0,1
23,0,1,1,0,0,0
36,5,3,1,0,0,1
34,1,0,1,0,0,1
35,2,0,1,0,0,1
25,0,3,0,0,0,1
27,0,1,1,0,0,1
32,3,2,1,0,1,1
22,0,71,1,0,1,1
41,3,1,1,1,0,1
24,8,49,1,0,1,1
31,7,1,0,0,0,0
34,0,-1,1,0,1,1
40,1,75,1,0,1,1
36,7,7,1,1,0,1
29,0,-1,0,1,0,1
27,0,12,1,0,0,1
51,1,162,1,0,1,1
58,0,0,1,0,0,1
19,0,2,0,0,0,0
28,6,5,0,0,1,1
59,0,0,0,0,0,1
38,11,18,1,0,1,1
52,0,0,0,1,0,1
23,0,0,0,1,0,1
41,8,1,1,0,1,1
33,0,1,1,0,0,1
25,0,1,1,0,1,1
24,2,0,0,0,0,1
39,2,1,0,0,1,1
25,1,28,1,0,1,1
22,0,1,1,1,0,1
20,0,0,1,0,0,1
55,0,1,1,0,1,1
22,0,0,1,0,0,1
27,1,1,1,0,0,1
25,0,0,1,0,0,1
20,1,0,0,0,1,1
24,1,0,1,0,1,1
26,10,1,1,0,1,0
41,3,1,1,0,0,1
20,1,2,1,0,1,1
27,0,0,1,0,1,1
31,0,-1,0,1,1,1
40,1,1,1,0,0,1
26,2,0,0,0,1,1
20,1,2,1,1,1,0
20,0,6,1,0,0,0
22,1,1,0,0,1,1
23,3,43,1,0,1,1
27,8,3,1,1,1,1
28,25,25,1,0,1,0
27,6,1,1,0,0,1
39,2,2,0,0,0,1
63,3,220,0,0,1,0
51,0,1,1,0,0,1
57,12,50,1,0,1,0
27,0,0,1,0,0,1
28,1,0,1,0,1,1
30,4,3,1,0,0,1
24,4,26,1,0,1,0
41,0,1,1,0,0,1
33,5,1,0,0,0,1
25,15,2,1,0,1,0
49,2,91,1,0,0,1
23,10,4,1,0,1,0
42,5,2,1,0,1,1
23,1,0,1,1,1,1
29,0,1,1,0,1,1
30,1,7,0,0,0,1
25,1,4,1,1,1,1
27,6,30,1,0,1,1
39,17,35,1,0,0,1
34,0,2,0,0,1,1
20,0,0,1,0,1,0
25,1,0,1,0,1,1
23,1,0,0,1,0,1
37,4,0,0,0,0,1
28,0,0,1,0,1,1
45,2,47,1,0,0,1
57,14,19,1,0,0,1
49,4,3,0,1,0,1
23,0,0,0,1,0,1
26,1,13,0,0,1,1
54,0,1,0,0,1,1
42,1,0,0,0,0,1
30,8,64,1,0,1,0
25,2,1,0,0,0,1
22,2,13,1,0,1,1
50,0,0,0,0,1,1
41,24,1,1,0,1,0
23,2,35,1,0,0,1
22,1,0,1,0,1,1
38,12,0,1,0,0,1
48,10,175,1,0,1,1
46,0,0,1,0,0,1
24,1,6,1,0,1,1
22,0,1,0,0,0,1
24,1,0,1,0,0,1
31,0,0,0,0,1,1
66,0,1,0,0,0,1
25,2,1,0,1,0,1
25,3,0,1,0,0,1
25,1,1,0,0,1,1
21,1,0,1,0,0,1
57,1,1,1,1,0,1
55,4,5,1,0,0,1
42,14,1,1,0,1,1
37,1,0,0,0,0,1
34,8,1,0,0,1,1
28,0,0,1,0,0,1
25,0,1,1,1,0,1
24,1,0,0,1,1,1
32,3,0,1,0,1,1
25,1,4,1,1,1,1
37,3,2,0,0,0,1
22,1,236,1,0,0,1
30,2,43,1,1,0,0
27,0,8,1,0,0,1
24,8,214,1,0,1,0
29,0,1,1,0,1,1
32,0,1,1,0,1,1
31,2,1,1,1,1,1
21,0,28,1,0,0,1
21,2,1,1,0,0,1
20,0,25,1,0,0,1
39,1,7,1,1,0,1
77,1,2,0,0,1,1
24,1,1,0,0,0,1
42,7,0,0,0,1,1
27,2,0,1,0,1,1
20,2,33,1,0,1,0
25,7,3,0,0,0,1
44,6,194,1,0,1,1
30,0,0,0,1,1,1
64,1,7,1,0,0,1
23,0,25,1,1,1,1
27,0,0,0,0,0,1
55,0,0,0,1,0,1
22,0,0,1,0,1,1
28,2,0,1,1,0,1
39,1,62,1,1,1,1
35,1,0,1,0,1,1
32,0,4,1,0,0,1
